relative_path,file_type,size_bytes,purpose,properties,checklist_mapping
results/02_q2/q2_1_oof_predictions.csv,.csv,208918,问题2正式数值结果,"3360行×10列；字段=repeat_id,outer_fold,artifact_id,true_label,model,point_probability_mean,artifact_probability,predicted_label,threshold,n_points",问题2
results/02_q2/q2_1_selected_params.csv,.csv,53930,问题2正式数值结果,"300行×4列；字段=repeat_id,outer_fold,model,config_json",问题2
results/02_q2/q2_1_sensitivity.csv,.csv,800,问题2正式数值结果,"8行×9列；字段=scenario,model,metric,value,brier,fit_success,failure_folds,delta_from_main,label_agreement",问题2
results/02_q2/q2_2_bootstrap_stability.csv,.csv,687984,问题2正式数值结果,"9000行×9列；字段=glass_type,method,k,iteration,ari,selected_features,feature_jaccard,failed,failure_reason",问题2
results/02_q2/q2_2_cluster_metrics.csv,.csv,7107,问题2正式数值结果,"45行×16列；字段=glass_type,feature_version,method,k,silhouette,calinski_harabasz,davies_bouldin,bic,bootstrap_ari_median,bootstrap_ari_p10,prediction_strength,min_cluster_size…",问题2
results/02_q2/q2_2_consensus_matrix.csv,.csv,74922,问题2正式数值结果,"1856行×7列；字段=glass_type,artifact_i,artifact_j,co_cluster_frequency,n_joint_resamples,k,stable_subclass_supported",问题2
results/02_q2/q2_2_r_clusters.csv,.csv,2520,问题2正式数值结果,"25行×7列；字段=glass_type,variable_cluster,component,representative_flag,detection_rate,robust_mad,selection_reason",问题2
results/02_q2/q2_2_sensitivity.csv,.csv,845,问题2正式数值结果,"16行×6列；字段=scenario,glass_type,k,ari_vs_main,feature_jaccard,conclusion",问题2
results/02_q2/q2_2_subclass_profiles.csv,.csv,11751,问题2正式数值结果,"106行×9列；字段=glass_type,subclass_label,component,center_pct,median_pct,q25_pct,q75_pct,n_artifacts,stable_subclass_supported",问题2
results/02_q2/q2_2_subclasses.csv,.csv,5434,问题2正式数值结果,"56行×10列；字段=artifact_id,glass_type,subclass_label,exploratory_label,selected_k,stable_subclass_supported,assignment_frequency,second_best_frequency,boundary_flag,n_points",问题2
results/03_q3/q3_applicability.csv,.csv,1023,问题3冻结外推结果,"8行×8列；字段=unknown_id,nearest_artifact_id,nearest_distance,nearest_same_predicted_class_distance,robust_mahalanobis,threshold,robust_threshold,flag",问题3
results/03_q3/q3_bootstrap_predictions.csv,.csv,366979,问题3冻结外推结果,"8000行×7列；字段=iteration,unknown_id,model,probability,label,fit_success,failure_reason",问题3
results/03_q3/q3_frozen_manifest_check.json,.json,1131,问题3冻结外推结果,UTF-8 JSON元数据/审计,问题3
results/03_q3/q3_sensitivity.csv,.csv,4826,问题3冻结外推结果,"64行×6列；字段=scenario,unknown_id,probability,label,delta_probability,label_changed",问题3
results/03_q3/q3_unknown_predictions.csv,.csv,2180,问题3冻结外推结果,"8行×19列；字段=unknown_id,weathering,main_model,tendency_label,probability_lead_barium,prob_ci_low,prob_ci_high,cart_label,lda_label,logistic_label,bootstrap_majority_frequency,domain_distance…",问题3
results/04_q4/q4_bootstrap_failures.csv,.csv,4695,问题4网络结果,"84行×3列；字段=glass_type,iteration,reason",问题4
results/04_q4/q4_differential_edges.csv,.csv,8143,问题4网络结果,"45行×13列；字段=component_j,component_k,rho_high_k,rho_lead_barium,delta,delta_ci_low,delta_ci_high,permutation_p,p_fdr,effect_pass,direction_frequency,core_differential_edge…",问题4
results/04_q4/q4_edges_by_type.csv,.csv,13067,问题4网络结果,"100行×10列；字段=glass_type,component_j,component_k,variation_logratio,rho_p,ci_low,ci_high,selection_frequency,direction_frequency,core_edge",问题4
results/04_q4/q4_network_stability.csv,.csv,98747,问题4网络结果,"2002行×7列；字段=scenario_or_iteration,glass_type,edge_count,density,jaccard_vs_main,failed,failure_reason",问题4
results/04_q4/q4_nodes.csv,.csv,1574,问题4网络结果,"28行×6列；字段=glass_type,component,detection_rate,missing_rate,active_main,exclusion_reason",问题4
results/04_q4/q4_partial_correlation_baseline.csv,.csv,9954,问题4网络结果,"100行×7列；字段=glass_type,component_j,component_k,partial_corr,shrinkage_parameter,ci_low,ci_high",问题4
results/04_q4/q4_sensitivity.csv,.csv,788,问题4网络结果,"14行×6列；字段=scenario,edge_type,retained_core_edges,edge_jaccard,sign_agreement,conclusion_grade",问题4
results/04_q4/q4_weather_adjusted_edges.csv,.csv,6138,问题4网络结果,"100行×7列；字段=glass_type,component_j,component_k,rho_raw,rho_adjusted,direction_same,selection_frequency_adjusted",问题4
results/99_summary/claim_evidence.csv,.csv,5248,跨问题证据与灵敏度汇总,"18行×13列；字段=claim_id,task_id,claim_text_placeholder,evidence_file,evidence_filter,estimate_field,interval_field,sample_unit,validation_protocol,sensitivity_status,stability_status,allowed_wording…",第9/11节
results/99_summary/method_four_part_evidence.csv,.csv,12546,跨问题证据与灵敏度汇总,"32行×16列；字段=task_id,method_id,method_name,method_role,paragraph_role,evidence_file,evidence_fields,sample_unit,data_version,comparison_protocol,error_metric,sensitivity_scenario…",第9/11节
results/99_summary/run_summary.json,.json,308,跨问题证据与灵敏度汇总,UTF-8 JSON元数据/审计,第9/11节
results/99_summary/sensitivity_master.csv,.csv,342114,跨问题证据与灵敏度汇总,"2697行×11列；字段=task,scenario,model,metric_or_claim,main_value,scenario_value,absolute_change,relative_change,sign_or_label_changed,conclusion_grade,source_file",第9/11节
